text,metadata
"23 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANb� Bandung Lautan Api
Apakah kalian tahu lagu “Halo-Halo Bandung” karya Ismail Marzuki? 
Lagu itu mengisahkan salah satu konflik atau perjuangan bersenjata yang 
dilakukan oleh bangsa Indonesia melawan Sekutu yang diboncengi oleh 
NICA di Bandung. Tentara Sekutu mulai datang ke Bandung pada 12 Oktober 
1945 dan menuntut agar rakyat Indonesia menyerahkan senjatanya. Selain 
itu, mereka juga membebaskan orang-orang Belanda yang sebelumnya 
ditawan oleh Jepang di berbagai kamp interniran. Akan tetapi, para mantan tawanan ini dan NICA bertindak arogan karena merasa mendapat dukungan dari Sekutu. Sebagai akibatnya, markas Sekutu di Hotel Savoy 
Homan diserang oleh orang-orang Indonesia pada 21 November 1945. 
Pihak Sekutu kemudian melayangkan serangan balik. Pertempuran demi 
pertempuran terus terjadi hingga Kolonel McDonald sebagai komando 
Sekutu di Bandung mengeluarkan ultimatum agar pejuang Indonesia 
meninggalkan Bandung pada tanggal 23 Maret 1946.  
Gambar 1.14 Peristiwa Bandung Lautan Api. Kota Bandung bagian selatan dibakar oleh para 
pejuang sesaat sebelum ditinggalkan.
Sumber: IPPHOS/ANRI (1946)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 50, 'id': 'Sejarah_50'}"
"24
SEJARAH UNTUK SMA/MA KELAS XIIMelihat kekuatan senjata para pejuang saat itu sangat terbatas 
jika dibandingkan dengan Sekutu, Perdana Menteri Sjahrir yang tidak 
menginginkan terjadinya pertumpahan darah lebih lanjut kemudian 
menginstruksikan agar Tentara Republik Indonesia (TRI) mengosongkan 
Bandung. Sjahrir juga berusaha melakukan perundingan dengan pihak 
Inggris untuk menghindari konflik bersenjata yang akan memakan lebih banyak korban. Sementara itu, Kolonel Nasution dan beberapa perwira TRI 
lainnya enggan untuk menyerahkan Bandung. Sebagai jalan tengah, mereka 
memutuskan untuk melakukan taktik bumi hangus dan meninggalkan Bandung bersama para penduduk sipil. Perintah Perdana Menteri tetap 
ditaati, tetapi Bandung selatan dibakar agar berbagai fasilitas yang ada di 
sana tidak dapat dimanfaatkan oleh Sekutu. 
Kalian dapat belajar lebih lanjut tentang pertempuran ini 
dengan membaca artikel berikut https://tirto.id/bandung-lautan-api-jalan-tengah-pejuang-snY
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=z8QkOshMR4E
c� Palagan Ambarawa
Tentara Sekutu mulai mendarat di Semarang pada 20 Oktober 1945. 
Awalnya mereka diterima dengan baik oleh pihak Indonesia. Gubernur 
Jawa Tengah, Mr Wongsonegoro, bahkan bersedia memberikan bantuan 
makanan dan dukungan lainnya agar Sekutu dapat menjalankan tugasnya 
melucuti senjata Jepang dan membebaskan para tawanan perang. Sekutu 
juga berjanji tidak akan mengganggu kedaulatan Republik Indonesia.","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 51, 'id': 'Sejarah_51'}"
"25 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANSikap bangsa Indonesia ini berbalik ketika mengetahui bahwa para 
bekas tawanan perang yang telah dibebaskan di Magelang dan Ambarawa 
itu justru dipersenjatai. Mereka juga berusaha melucuti senjata tentara 
Indonesia. Inilah yang kemudian menyulut bentrokan antara pihak 
Indonesia melawan Sekutu dan NICA. Pertempuran Ambarawa berjalan 
sejak 21 November 1945 hingga 15 Desember 1945. Pasukan Indonesia yang terdiri dari TKR dan laskar-laskar rakyat memperoleh kemenangan. 
Namun sayangnya, kemenangan ini harus dibayar mahal dengan jumlah 
korban jiwa yang sangat besar. 
Kalian dapat belajar lebih lanjut tentang pertempuran ini dengan 
membaca artikel berikut https://tirto.id/pertempuran-ambarawa-kemenangan-yang-memakan-banyak-korban-cBjN
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=gbbvUkwLeUQ
d� Pertempuran Surabaya
Konflik antara bangsa Indonesia dan orang Belanda yang bersekutu dengan  
Inggris sudah terjadi di Surabaya sebelum kedatangan Sekutu, misalnya 
saja dalam Insiden Bendera di Hotel Yamato atau Hotel Oranye pada 19 
September 1945. Setelah insiden ini, terjadilah berbagai pertempuran di 
Surabaya. Pada 22 Oktober 1945, K.H. Hasyim Asy’ari menyerukan resolusi 
jihad untuk membela tanah air dan melawan Sekutu maupun NICA. Oleh karenanya, saat ini setiap tanggal 22 Oktober diperingati sebagai Hari 
Santri untuk mengenang peran kaum ulama dan santri dalam perjuangan mempertahankan kemerdekaan.","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 52, 'id': 'Sejarah_52'}"
"26
SEJARAH UNTUK SMA/MA KELAS XIIPada 25 Oktober 1945, pasukan Sekutu yang dipimpin oleh Brigadir 
Jenderal Mallaby mendarat di Surabaya. Mallaby kemudian melakukan 
negosiasi dengan Komandan BKR drg. Mustopo dan Gubernur Jawa Timur 
R.M. Suryo. Awalnya, negosiasi yang berlangsung pada 26 Oktober 1945 itu 
berjalan lancar dan kedua belah pihak sepakat saling menghormati dan 
bekerja sama untuk menjaga keamanan di Surabaya. Namun, ternyata 
situasi berubah dengan cepat. Tanpa sepengetahuan Mallaby, Mayor Jenderal D.C. Hawthorn yang merupakan atasannya memerintahkan Angkatan Udara Inggris untuk menyebarkan pamflet ultimatum pada 27 
Oktober 1945. Selebaran ultimatum tersebut meminta rakyat Indonesia 
di Surabaya untuk menyerahkan senjatanya. Pertempuran besar pun 
pecah hingga Jenderal Christison, komandan pasukan Sekutu di Indonesia, meminta bantuan Sukarno untuk datang ke Surabaya dan mengusahakan 
gencatan senjata pada 29 Oktober 1945. 
Gambar 1.15  Konflik antara pasukan Inggris dan pemuda Surabaya memanas. Di 
akhir Oktober 1945, Sukarno dan Hatta diberangkatan dari Jakarta ke Surabaya untuk 
mendinginkan suasana dan mengatur gencatan senjata.
Sumber:  Beeldbank WO2 (Tweede Wereldoorlog) / NIOD (1946)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 53, 'id': 'Sejarah_53'}"
"27 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAAN
Gencatan senjata ini tidak bertahan lama karena pada 30 Oktober 1945 
terjadi pertempuran besar lagi. Dalam pertempuran ini, Brigadir Jenderal 
Mallaby terbunuh. Tewasnya Mallaby ini membuat pihak Sekutu geram dan 
mengeluarkan ultimatum pada 9 November 1945 yang meminta Indonesia 
menyerah pada keesokan harinya. Tentu saja ultimatum tersebut tidak 
dihiraukan sehingga terjadi pertempuran hebat pada 10 November 1945. 
Peristiwa ini sekarang kita peringati sebagai Hari Pahlawan.
Hingga saat ini, salah satu pertanyaan besar terkait peristiwa 
Pertempuran Surabaya adalah siapakah yang membunuh Mallaby? 
Bagaimana Mallaby terbunuh? 
Agar dapat menjawab berbagai pertanyaan tersebut, 
kalian dapat mengunjungi situs Berpikir Sejarah. Kalian dapat membaca petunjuknya di sini http://berpikirsejarah.com/cara-penggunaan/ dan mengakses berbagai sumber sejarah dari sudut pandang yang berbeda mengenai peristiwa ini. Selanjutnya, kalian dapat menelaah secara kritis dan mengevaluasi sumber-sumber tersebut untuk memecahkan misteri terbunuhnya Mallaby.","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 54, 'id': 'Sejarah_54'}"
"28
SEJARAH UNTUK SMA/MA KELAS XIIe� Pertempuran Palembang
Sejak Oktober 1945, Sekutu telah mendarat di Palembang bersama 
dengan NICA. Awalnya mereka diberikan kesempatan untuk melucuti 
tentara Jepang dan mengurus tawanan perang. Namun, ternyata mereka 
mulai melakukan provokasi dan menggeledah rumah warga sehingga 
mengakibatkan berbagai perlawanan. 
Pertempuran besar baru terjadi setelah Sekutu meninggalkan 
Palembang. Pada 7 November 1946, tentara Sekutu menyerahkan kekuasaannya kepada pihak Belanda. Pihak Belanda kemudian 
melancarkan berbagai tuntutan yang tidak masuk akan kepada pihak RI, 
misalnya meminta garis demarkasi atau batas wilayah yang lebih jauh. 
Selain itu, tentara Belanda juga menghalangi kapal-kapal Indonesia dari 
Palembang yang akan berlayar menuju Singapura sehingga menimbulkan 
kesulitan ekonomi di Palembang. Puncaknya, pada 28 Desember 1946 tentara Belanda mulai melanggar garis demarkasi yang telah disepakati. 
Hal ini memicu perlawanan dan pertempuran dahsyat di Palembang selama 5 hari 5 malam. Pertempuran yang dimulai pada 1 Januari 1947 ini 
diakhiri dengan kesepakatan untuk melakukan gencatan senjata.Kalian dapat belajar lebih lanjut tentang pertempuran ini dengan 
membaca artikel berikut https://tirto.id/kronologi-pertempuran-surabaya-hari-pahlawan-10-november-1945-gynQ
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=05gOVjss7ys","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 55, 'id': 'Sejarah_55'}"
"29 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANKalian dapat belajar lebih lanjut tentang pertempuran ini dengan 
membaca artikel berikut https://tirto.id/sejarah-pertempuran-5-hari-palembang-awal-kronologi-akhir-perang-giLm
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=z2XxGn-ooHc 
f� Puputan Margarana
Puputan Margarana merupakan salah satu konflik 
bersenjata terbesar yang terjadi di Bali selama periode 
Revolusi Nasional. Pasukan Belanda mulai mendarat di 
Bali pada 2 Maret 1946 untuk melucuti senjata Jepang. 
Namun, kehadiran Belanda justru membuat situasi 
di Bali menjadi tidak aman. Pihak Belanda mengadu domba rakyat Bali sehingga sebagian berbalik haluan 
dan menyerang pasukan pendukung kemerdekaan. 
Dalam situasi demikian, I Gusti Ngurah Rai melakukan 
perlawanan kepada Belanda.
Pada 19 November 1946, pasukan yang dipimpin 
oleh I Gusti Ngurah Rai berhasil merebut senjata 
prajurit NICA di Tabanan. Pihak Belanda pun 
melakukan serangan balik dan mengepung Desa 
Marga. Pertempuran tidak terelakkan sehingga I Gusti 
Ngurah Rai beserta seluruh pasukannya gugur dalam peristiwa tersebut. Mereka bertempur sampai titik darah penghabisan. Perang hingga mati seperti ini 
dalam tradisi Bali dikenal sebagai puputan.Gambar 1.16 
Gambar I Gusti 
Ngurah Rai.
Sumber:  Repro Republika 
(2018)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 56, 'id': 'Sejarah_56'}"
"30
SEJARAH UNTUK SMA/MA KELAS XIIKalian dapat belajar lebih lanjut tentang pertempuran ini dengan 
membaca artikel berikut https://tirto.id/sejarah-puputan-margarana-latar-belakang-jalannya-perang-tokoh-gbgq
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=RjHGBCn_beI
g� Pertempuran Makassar
Pasukan Sekutu mulai mendarat di Makassar sejak akhir September 1945. 
Di antara mereka ada tentara Australia dan juga NICA. Seperti di berbagai 
wilayah lainnya, awalnya mereka hendak menjalankan tugas untuk 
melucuti senjata Jepang dan mengurus tawanan perang. Namun, NICA 
ternyata punya agenda sendiri yaitu ingin mengembalikan kekuasaan 
Belanda di Sulawesi. Mereka mempersenjatai tentara KNIL yang baru saja 
dibebaskan dari tahanan Jepang. 
Melihat pasukan NICA dan KNIL merajalela, para pemuda di Makassar 
terutama yang tergabung dalam Pusat Pemuda Nasional Indonesia (PPNI) 
gerah. Pada 27 Oktober 1945, mereka  mulai melakukan serangan dan 
merebut lokasi-lokasi strategis yang dikuasai NICA. Pertempuran kembali 
terjadi keesokan harinya. Dalam situasi konflik ini, sebagai bagian dari 
pihak Sekutu, tentara Australia membantu NICA.  
Awal Desember 1945, satu kompi pasukan KNIL pro-RI yang baru datang 
dari Morotai mendarat di Makassar. Mereka bergabung dengan pemuda 
dan pelajar RI untuk melakukan perlawanan kepada Belanda pada tanggal 
5—9 Desember 1945. Namun, usaha ini digagalkan oleh pasukan Sekutu. 
Meskipun demikian, berbagai perlawanan tetap berlangsung di Makassar 
dan sekitarnya hingga pihak Belanda menurunkan pasukan khusus di 
bawah Kapten Westerling.","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 57, 'id': 'Sejarah_57'}"
"31 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANStrategi Westerling sangat mengerikan dan memakan banyak korban 
jiwa. Sebagian besar korban kekejaman Westerling dan pasukannya adalah 
warga sipil. Sampai saat ini terdapat beberapa versi mengenai jumlah korban 
Westerling di Sulawesi Selatan. Jumlah yang sering beredar dan digunakan 
sebagai sumber propaganda oleh pemerintah RI di masa Revolusi Nasional 
adalah 40.000 korban jiwa berdasarkan laporan dari Kahar Muzakkar. Meskipun demikian, angka ini seringkali dianggap terlalu besar. Westerling 
dalam buku yang ia tulis mengaku membunuh 600 orang. Sementara 
itu, versi Pemerintah Belanda pada tahun 1969 menyebut sekitar 3.000 
orang. Dalam biografinya, Alex Kawilarang, mantan perwira TNI di masa 
itu, menyebut jumlah korban sekitar 1.700 dan tidak semuanya dibunuh oleh Westerling dan pasukannya. Menurut kalian, mengapa ada beberapa 
versi yang berbeda tentang jumlah korban Westerling? Bagaimana kalian menyikapi perbedaan versi dalam sejarah seperti ini?
Pada tahun 2012, para keluarga korban Westerling di Sulawesi Selatan 
ini kemudian membawa kasusnya ke pengadilan sipil di Den Haag untuk 
menuntut keadilan. Setelah menunggu selama sekitar 8 tahun, akhirnya 
para keluarga korban memenangkan kasus ini dan pemerintah Belanda 
diwajibkan untuk membayar kompensasi. Pemerintah Belanda pun 
meminta maaf kepada para keluarga korban.
Kalian dapat belajar lebih lanjut tentang pertempuran ini dengan 
membaca artikel berikut https://tirto.id/makassar-era-revolusi-perlawanan-rakyat-knil-dan-aksi-westerling-f9C7
Kalian juga bisa memindai kode QR di samping.
Kalian juga bisa menyaksikan 
video di tautan berikut
https://www.youtube.com/
watch?v=ryn66OhRDjo","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 58, 'id': 'Sejarah_58'}"
"VIVA HISTORIA
32
SEJARAH UNTUK SMA/MA KELAS XIIBeberapa permintaan maaf pihak Belanda atas kekerasan yang dilakukan 
di Indonesia (1945—1949)
22 Desember 1988
15 orang veteran Belanda meminta maaf atas kekerasan yang 
pernah mereka lakukan di Indonesia (1945—1949) kepada 
Atase Militer di Kedutaan Besar Republik Indonesia di Belanda.
16 Agustus 2005Perdana Menteri Bernard Bot menyampaikan penyesalan atas 
Agresi Militer Belanda I tahun 1947.
9 Desember 2011
Permintaan maaf secara resmi dari pemerintah Belanda yang 
diwakili oleh Duta Besar Jonkheer Tjeerd de Zwaan kepada 
keluarga korban peristiwa pembantaian di Rawagede pada 
1947.
Gambar 1.17  Duta besar Belanda di Jakarta Tjeerd De Zwaan berfoto 
bersama keluarga korban pembantaian yang dilakukan militer Belanda 
pada 1945—1949 untuk menumpas perlawanan Indonesia.
Sumber: Romeo Gacad/AFP (2011)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 59, 'id': 'Sejarah_59'}"
"33 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAAN12 September 2013
Permintaan maaf secara resmi dari pemerintah Belanda yang 
diwakili oleh Duta Besar Jonkheer Tjeerd de Zwaan kepada keluarga korban peristiwa pembantaian Westerling di Sulawesi 
Selatan.
9 Desember 2019Pemerintah Belanda melalui Duta Besar Lambert Grijn kembali 
meminta maaf kepada korban kekerasan Belanda di Rawagede 
pada tahun 1947.10 Maret 2020Raja Willem-Alexander menyampaikan penyesalan dan 
permintaan maaf atas kekerasan yang dilakukan oleh pihak 
Belanda selama konflik dengan Indonesia dalam periode 
1945—1949.
17 Februari 2022
Perdana Menteri Mark Rutte atas nama pemerintahan Belanda 
memohon maaf atas kekerasan oleh pihak Belanda selama 
konflik dengan Indonesia dalam periode 1945-1949.Gambar 1.18  Raja Belanda Willem Alexander dan Ratu Maxima di dalam 
konferensi pers di Istana Bogor.
Sumber: koninklijkhuis/Twitter (2020)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 60, 'id': 'Sejarah_60'}"
"34
SEJARAH UNTUK SMA/MA KELAS XIIAKTIVITAS
1. Cermatilah berbagai titik pergolakan di masa awal Revolusi Nasional 
pada gambar berikut! Tuliskan beberapa informasi mengenai peristiwa 
tersebut dengan menggunakan pola 5W+1H (apa, siapa, kapan, di mana, 
mengapa, dan bagaimana)!
2.  Kalian dapat mengerjakan tugas ini secara berkelompok.
Seperti yang telah kita bahas sebelumnya, kedatangan pasukan Sekutu 
awalnya hanyalah untuk melucuti senjata tentara Jepang, membebaskan 
tawanan perang, dan berusaha menjaga keamanan. Pasukan Inggris dan 
Australia yang bernaung di bawah Sekutu tidak pernah berniat untuk menduduki Indonesia dalam waktu yang lama. Hal ini tidak lepas dari 
Perjanjian Atlantik yang mencegah perluasan wilayah setelah Perang Dunia 
II. Namun, keberadaan Civil Affair Agreement antara Kerajaan Belanda 
dan Inggris  membuat Inggris terseret berbagai konflik antara Indonesia 
dan Belanda. Sikap para perwira Inggris di berbagai daerah berbeda-beda","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 61, 'id': 'Sejarah_61'}"
"35 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANdalam menghadapi pihak RI. Ada yang ingin melakukan perundingan dan 
berusaha mencari jalan damai, tetapi ada pula yang bersikap keras dan 
lebih memilih pertempuran.
Pasukan Sekutu di bawah pimpinan Inggris melihat bahwa situasi 
tidak akan membaik jika konflik terus berlanjut. Mereka sebenarnya juga tidak menginginkan pertempuran semakin berlarat setelah Perang Dunia 
II. Sejak akhir 1946, pihak Inggris berusaha untuk menginisiasi berbagai 
pembicaraan damai dan menjembatani berbagai perundingan awal antara pihak Indonesia dan Belanda untuk mencari jalan keluar. Atas inisiasi dari pihak Inggris, pemimpin RI dan Belanda akhirnya bertemu dalam sebuah 
perundingan di Linggarjati pada November 1946. Pada subbab selanjutnya kita akan membahas lebih jauh tentang apa yang terjadi di Indonesia sejak 
perundingan Linggarjati.
VIVA HISTORIA
Perpindahan Ibu Kota di Masa Revolusi
 Situasi Jakarta yang tidak aman pasca-Proklamasi Kemerdekaan Indonesia 
menimbulkan pemikiran untuk memindahkan ibu kota RI dari Jakarta ke Yogyakarta. Beberapa gangguan keamanan di antaranya disebabkan oleh 
para laskar, pertempuran antara pihak Indonesia dan pihak NICA yang 
ingin menguasai kembali Indonesia, serta adanya percobaan pembunuhan terhadap Sutan Sjahrir. Pemindahan ini tidak lepas dari peran Sri","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 62, 'id': 'Sejarah_62'}"
"36
SEJARAH UNTUK SMA/MA KELAS XIISultan Hamengku Buwono IX (HB IX) yang bersedia untuk menyediakan 
Yogyakarta sebagai ibu kota RI yang dinilai lebih aman saat itu. Sultan HB 
IX juga memberikan dukungan dana. Maka pada 4 Januari 1946, ibu kota 
RI pindah ke Yogyakarta. Pada 28 Desember 1949 ibu kota dipindahkan 
kembali ke Jakarta dan sejak saat itu pula bentuk negara Indonesia menjadi 
serikat. Pada 17 Agustus 1950, bentuk negara Indonesia kembali menjadi negara kesatuan dengan Jakarta sebagai ibu kota Republik Indonesia.
Sumber: Susilo, D. A. (2018). Proses pemindahan ibukota Republik Indonesia 
(1946-1949) Jakarta ke Yogyakarta dan Yogyakarta ke Jakarta [Skripsi, 
Universitas Gadjah Mada]. http://etd.repository.ugm.ac.id/home/detail_
pencarian/164943
C� Perjuangan Diplomasi dan Gerilya
Tahukah kalian arti penting diplomasi bagi sebuah negara? 
Diplomasi dapat membawa sebuah bangsa mendapat pengakuan 
internasional. Selain itu, diplomasi menjadi pintu untuk menjalin kerja 
sama dalam rangka mengatasi krisis dan mewujudkan pertumbuhan global 
yang kuat. Salah satu contohnya adalah peran Indonesia sebagai negara 
presidensi sekaligus tuan rumah kegiatan G20 yang diselenggarakan di Bali 
pada Oktober 2022. Peran ini menunjukkan pengakuan dunia internasional 
terhadap posisi penting Indonesia dalam pergaulan dan kerja sama negara-
negara di dunia. Dalam catatan sejarah, diplomasi juga menjadi unsur 
penting dalam upaya memperoleh kedaulatan dan mempertahankan 
kemerdekaan. Pembahasan berikut ini akan mengkaji perjuangan diplomasi Indonesia untuk keluar dari kondisi krisis.
Upaya diplomasi lewat perundingan politik pertama pascakemerdekaan 
dimulai pada 10 November 1946 yang dikenal dengan Perundingan Linggarjati. Perundingan antara pihak Indonesia dan Belanda ini berlokasi 
di kaki Gunung Ciremai, Linggarjati, Cirebon. Pihak RI diwakili oleh 
PM Sutan Sjahrir, Mr. A.K. Pringgodigdo, Dr. Leimena, Dr. A.K. Gani, Mr.","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 63, 'id': 'Sejarah_63'}"
"37 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAANMoh. Roem, Mr. Amir Syarifuddin, Mr. Susanto 
Tirtoprodjo, Dr. Soedarsono dan Mr. Ali Budiardjo. 
Pihak Belanda diwakili Dr. H.J. van Mook, M. van 
Pool, F. de Boer dan Prof. Schermerhorn. Lord 
Killearn dari Inggris bertindak sebagai penengah. 
Setelah berunding selama lima hari, tercapai beberapa kesepakatan di antaranya (1) Belanda 
mengakui kedaulatan Republik Indonesia secara de facto atas Pulau Jawa, Madura dan Sumatera; 
(2) Republik Indonesia dan Belanda akan bekerjasama membentuk Republik Indonesia 
Serikat (RIS), di mana Republik Indonesia menjadi 
salah satu bagiannya; (3) Republik Indonesia 
Serikat dan Belanda akan membentuk sebuah 
Uni Indonesia—Belanda dengan Ratu Belanda 
sebagai pimpinannya. Isi kesepakatan ini dikenal dengan Perjanjian Linggarjati. Gambar 1.19
Suasana Penandatangan 
hasil perundingan 
Linggarjati, tampak Amir 
Syarifudin, Mohammad 
Roem, F . de Boer, 
Sutan Sjahrir, Willem 
Schermerhorn, Van 
Mook, Max van Pol
Sumber: Atlas Van Stock (1946)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 64, 'id': 'Sejarah_64'}"
"38
SEJARAH UNTUK SMA/MA KELAS XIINamun, setelah perundingan tersebut disepakati, 
pemerintah Belanda malah ingkar. Setelah merasa 
mengetahui peta kekuatan militer RI, pada 20 Juli 
1947 pemerintah Belanda secara resmi memberikan 
kuasa penuh kepada Van Mook untuk melancarkan 
aksi. Pihak Belanda menyebut tindakan ini sebagai 
“aksi polisionil”. Dalam narasi sejarah Indonesia, aksi 
tersebut dikenal dengan istilah Agresi Militer Pertama. Perlawanan pun terjadi di banyak tempat.
Konflik yang kembali terjadi di Indonesia ini 
kemudian dibahas oleh Dewan Keamanan (DK) PBB. Setelah beberapa kali bersidang, pada 27 Agustus 
1947, DK PBB membentuk Komisi Tiga Negara (KTN) 
yang terdiri dari Australia (pilihan Indonesia), Belgia 
(pilihan Belgia), dan kedua negara memilih Amerika 
Serikat. Atas inisiatif KTN, perundingan Renville digelar pada 8 Desember 1947 di atas kapal USS Renville 
yang sedang berlabuh di Teluk Jakarta. Delegasi 
RI dipimpin oleh Mr. Amir Syarifuddin sementara 
delegasi Belanda diwakilkan oleh R. Abdulkadir 
Widjojoatmodjo. Kelanjutan perundingan tersebut 
diadakan di Kaliurang, Yogyakarta, pada 13 Januari 
1948. Pertemuan yang dikenal dengan nama Notulen 
Kaliurang ini dihadiri oleh Sukarno, Moh. Hatta, Sutan Sjahrir, dan Jenderal Soedirman. Perjanjian Renville 
akhirnya ditandatangani pada 17 Januari 1948. Isi dari Perjanjian Renville di antaranya terbentuknya 
Republik Indonesia Serikat (RIS); Republik Indonesia 
menjadi bagian dari RIS; wilayah Indonesia yang 
diakui oleh Belanda adalah Jawa Tengah, Yogyakarta 
dan Sumatra. Garis pemisah wilayahnya dikenal 
dengan nama “Garis Van Mook”.
Gambar 1.20
Abdulkadir 
Widjojoatmodjo, 
wakil Belanda di 
Perjanjian Renville
Sumber: Anefo/ Nationaal 
Archief, CC0 (1947)
Gambar 1.21
Amir Syarifuddin, 
wakil Indonesia di 
Perjanjian Renville
Sumber: Anefo/ Nationaal 
Archief, CC0 (1947)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 65, 'id': 'Sejarah_65'}"
"39 BAB 1: PERJUANGAN MEMPERTAHANKAN KEMERDEKAAN
Republik IndonesiaSumatera Timur
Sumatera Selatan
Pasundan
Jawa TimurMaduraJakartaRiau
Bangka
Belitung
Negara Bagian
Bukan Wilayah RISNegara Indonesia Timur Negara Otonom
Gambar 1.22  Pembagian wilayah berdasarkan Perjanjian Renville. Garis pemisah wilayah ini dikenal 
dengan nama Garis van Mook.  Sumber: M Rizal Abdi/Kemendikbudristek (2022)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 66, 'id': 'Sejarah_66'}"
"40 SEJARAH UNTUK SMA KELAS XIIKonsekuensi perjanjian Renville berdampak 
sangat besar bagi Indonesia. Wilayah Indonesia 
menjadi semakin sempit. Dari segi militer, sebagai 
bentuk kepatuhan kepada politik negara, Jenderal 
Soedirman memerintahkan gencatan senjata kepada 
angkatan perang RI dan melakukan hijrah. Tentara 
Indonesia yang berada di Jawa Barat melakukan 
perjalanan ke daerah Jawa Tengah. Sekitar 30.000 pasukan Siliwangi diperkirakan ikut ambil bagian 
dalam peristiwa yang dikenal sebagai Long March 
Siliwangi. Hal ini memunculkan banyak kekecewaan 
dan menyebabkan terjadinya perlawanan di berbagai 
daerah. Perdana Menteri Amir Syarifuddin mundur 
dari jabatannya pada 23 Januari 1948 karena dianggap 
gagal mempertahankan kedaulatan wilayah. Gambar 1.23
Long March 
pasukan 
Indonesia dari 
Kuningan, Jawa 
Barat ke Jawa 
Tengah dengan 
perlengkapan 
seadanya.
Sumber: Kroeze, N./ DLC/ 
Nationaal Archief, CC0 (1948)","{'source': '../data/raw\\Sejarah_BS_KLS_XII.pdf', 'page': 67, 'id': 'Sejarah_67'}"
